Channel,trl,rip_start,rip_end,rip_peak,rip_dur,entropy,surprise,meanEnt,rt,trl_num,subI
1,79,612,627,620,0.034,1.750760325,2.938599455,1.591948448,904,100,2
1,84,693,707,702,0.032,1.907588935,2.502500341,1.580143218,991,111,2
1,87,256,268,259,0.028,1.954351612,2.152003093,1.576619189,669,117,2
1,89,121,138,130,0.038,1.958329753,1.584962501,1.579237841,646,119,2
1,89,679,692,685,0.03,1.958329753,1.584962501,1.579237841,646,119,2
1,95,812,825,815,0.03,1.491314657,0.830074999,1.599108184,593,133,2
1,101,19,32,24,0.03,1.272055209,0.584962501,1.595061192,458,141,2
1,102,548,574,559,0.056,1.217038755,2.115477217,1.583514548,615,143,2
1,104,622,633,632,0.026,1.22299395,0.559427409,1.586766291,420,145,2
1,107,441,454,448,0.03,1.245554797,1.784271309,1.58232945,546,148,2
1,109,261,272,267,0.026,1.242638155,0.652076697,1.578978421,464,150,2
1,110,330,350,343,0.044,1.30155817,0.646363045,1.597139744,698,153,2
1,112,613,625,617,0.028,1.298115729,0.662965013,1.585918869,615,155,2
1,113,261,273,268,0.028,1.281552153,0.641546029,1.581461371,493,156,2
1,115,194,206,203,0.028,1.263709981,0.637429921,1.579237841,871,159,2
1,119,287,311,303,0.052,1.846439345,1.321928095,1.709934841,603,167,2
1,120,429,441,436,0.028,1.789929075,1.874469118,1.68095937,924,168,2
1,124,176,187,180,0.026,1.746465799,1.906890596,1.620574668,827,172,2
1,125,143,158,151,0.034,1.748999223,4,1.599108184,956,173,2
1,125,371,382,377,0.026,1.748999223,4,1.599108184,956,173,2
1,127,450,461,459,0.026,1.816340114,1.169925001,1.584925577,616,175,2
1,129,607,618,609,0.026,1.814979821,1.152003093,1.586310072,634,177,2
1,129,812,832,823,0.044,1.814979821,1.152003093,1.586310072,634,177,2
1,131,74,95,87,0.046,1.741677877,2.263034406,1.595061192,495,181,2
1,131,763,774,765,0.026,1.741677877,2.263034406,1.595061192,495,181,2
1,132,796,813,804,0.038,1.785227892,1.94753258,1.572958015,920,184,2
1,137,949,961,955,0.028,1.766131926,2.192645078,1.580075329,452,189,2
1,139,151,162,152,0.026,1.76003096,1.180572246,1.580143218,367,191,2
1,139,371,387,380,0.036,1.76003096,1.180572246,1.580143218,367,191,2
1,140,154,168,162,0.032,1.742730874,1.959358016,1.59227783,669,192,2
1,141,759,772,766,0.03,1.747167197,2.169925001,1.597139744,716,193,2
1,144,240,252,247,0.028,1.734497797,2,1.576619189,634,197,2
1,146,548,560,550,0.028,1.726040006,1.144389909,1.579237841,628,199,2
1,148,366,379,367,0.03,2,2,2,924,201,2
1,148,702,714,709,0.028,2,2,2,924,201,2
1,148,938,954,943,0.036,2,2,2,924,201,2
1,153,606,640,633,0.072,1.418295834,0.584962501,1.670352411,563,209,2
1,153,810,822,815,0.028,1.418295834,0.584962501,1.670352411,563,209,2
1,158,954,969,961,0.034,1.275162983,4.169925001,1.584925577,581,215,2
1,160,12,23,16,0.026,1.478897903,0.621488377,1.586310072,786,217,2
1,161,539,555,553,0.036,1.437181403,0.584962501,1.585018905,716,218,2
1,163,15,29,26,0.032,1.453850698,0.61667136,1.591948448,816,220,2
1,170,210,224,213,0.032,1.441946032,0.584962501,1.583251095,658,227,2
1,173,448,462,455,0.032,1.471513838,0.624490865,1.596346512,657,234,2
1,175,58,73,70,0.034,1.477638714,0.641546029,1.581461371,727,236,2
1,175,109,121,114,0.028,1.477638714,0.641546029,1.581461371,727,236,2
1,178,668,682,680,0.032,1.415833857,0.584962501,1.579237841,445,239,2
1,178,845,863,855,0.04,1.415833857,0.584962501,1.579237841,445,239,2
1,183,324,335,326,0.026,1.570950594,3.321928095,1.709934841,786,247,2
1,183,900,911,909,0.026,1.570950594,3.321928095,1.709934841,786,247,2
1,185,936,947,940,0.026,1.729573959,1,1.670352411,767,249,2
1,187,744,755,753,0.026,1.724407818,2.222392421,1.630318784,411,251,2
1,188,524,545,540,0.046,1.746465799,1.099535674,1.620574668,877,252,2
1,189,756,768,765,0.028,1.702819531,1,1.599108184,546,253,2
1,191,398,414,408,0.036,1.615804532,2.584962501,1.584925577,716,255,2
1,192,830,842,841,0.028,1.657439042,0.925999419,1.576547257,683,256,2
1,194,213,224,217,0.026,1.723091337,0.932885804,1.585018905,839,258,2
1,195,642,656,651,0.032,1.685815709,3.459431619,1.56904156,593,259,2
1,197,2,21,9,0.042,1.79248125,2.584962501,1.595061192,968,261,2
1,197,200,213,210,0.03,1.79248125,2.584962501,1.595061192,968,261,2
1,197,717,732,726,0.034,1.79248125,2.584962501,1.595061192,968,261,2
1,198,418,429,423,0.026,1.806165601,1.054447784,1.572958015,692,264,2
1,199,81,97,92,0.036,1.778328354,2.222392421,1.586766291,874,265,2
1,199,244,259,254,0.034,1.778328354,2.222392421,1.586766291,874,265,2
1,203,635,654,638,0.042,1.773089846,2.192645078,1.580075329,458,269,2
1,205,794,806,799,0.028,1.761094936,1,1.580143218,956,271,2
1,207,891,909,905,0.04,1.716584356,0.921997488,1.597139744,616,273,2
1,208,504,517,507,0.03,1.694637085,0.887525271,1.596346512,485,274,2
1,210,261,281,273,0.044,1.685975774,2.115477217,1.581461371,521,276,2
1,210,367,380,369,0.03,1.685975774,2.115477217,1.581461371,521,276,2
1,210,439,456,443,0.038,1.685975774,2.115477217,1.581461371,521,276,2
1,213,694,708,699,0.032,1.704987509,3.070389328,1.579237841,568,279,2
1,215,316,330,322,0.032,1.75,3,1.771735385,604,285,2
1,216,617,628,625,0.026,1.836591668,3.169925001,1.728972141,885,286,2
1,217,934,949,939,0.034,1.921928095,1.321928095,1.709934841,721,287,2
1,222,764,778,772,0.032,1.936278124,2.415037499,1.599108184,697,293,2
1,223,260,274,273,0.032,1.9542474,2.087462841,1.596652175,785,294,2
1,223,561,572,566,0.026,1.9542474,2.087462841,1.596652175,785,294,2
1,225,294,306,305,0.028,1.93129528,2.662965013,1.576547257,551,296,2
1,226,685,697,693,0.028,1.958871848,2.321928095,1.586310072,814,297,2
1,229,481,496,490,0.034,1.953152587,2.523561956,1.591948448,691,300,2
1,230,967,980,972,0.03,1.971251836,2.263034406,1.595061192,603,301,2
1,232,640,654,647,0.032,1.978482028,2.115477217,1.583514548,668,303,2
1,237,386,397,396,0.026,1.959714974,1.95419631,1.58232945,733,308,2
1,237,640,664,657,0.052,1.959714974,1.95419631,1.58232945,733,308,2
1,242,352,364,356,0.028,1.937208434,1.847996907,1.597139744,446,313,2
1,243,903,924,919,0.046,1.924284628,1.788495895,1.585918869,820,315,2
1,244,222,234,226,0.028,1.919652685,1.700439718,1.581461371,685,316,2
1,245,410,421,412,0.026,1.913168141,1.621488377,1.576619189,650,317,2
1,245,451,463,453,0.028,1.913168141,1.621488377,1.576619189,650,317,2
1,245,914,928,922,0.032,1.913168141,1.621488377,1.576619189,650,317,2
1,250,341,358,345,0.038,1.921928095,1.321928095,1.921928095,517,322,2
1,250,539,556,550,0.038,1.921928095,1.321928095,1.921928095,517,322,2
1,250,882,899,896,0.038,1.921928095,1.321928095,1.921928095,517,322,2
1,251,758,772,766,0.032,1.79248125,2.584962501,1.855388542,938,323,2
1,254,292,304,296,0.028,1.752715279,3.169925001,1.728972141,762,326,2
1,255,433,446,443,0.03,1.846439345,1.321928095,1.709934841,610,327,2
1,256,833,845,838,0.028,1.789929075,1.137503524,1.68095937,815,328,2
1,258,258,269,267,0.026,1.775858948,2.115477217,1.648737975,700,330,2
1,262,373,386,380,0.03,1.777984904,1.765534746,1.596652175,890,334,2
1,262,811,824,819,0.03,1.777984904,1.765534746,1.596652175,890,334,2
1,267,434,445,440,0.026,1.692578646,1.137503524,1.56904156,697,339,2
1,273,649,663,653,0.032,1.53408762,2,1.586766291,668,345,2
1,276,691,706,700,0.034,1.534319107,2.95419631,1.58232945,820,348,2
1,277,238,260,245,0.048,1.574192694,1.830074999,1.580075329,627,349,2
1,280,106,118,113,0.028,1.583109909,1.544320516,1.59227783,510,352,2
1,281,887,901,895,0.032,1.580974304,1.08246216,1.597139744,791,353,2
1,285,187,202,192,0.034,1.548837541,1.415037499,1.576619189,750,357,2
1,289,217,236,224,0.042,1.842370993,1.807354922,1.821712213,762,364,2
1,289,522,536,527,0.032,1.842370993,1.807354922,1.821712213,762,364,2
1,293,286,299,290,0.03,1.722266312,2.584962501,1.584925577,972,375,2
1,294,158,173,164,0.034,1.758297571,1.440572591,1.576547257,908,376,2
1,294,233,246,237,0.03,1.758297571,1.440572591,1.576547257,908,376,2
1,294,617,628,623,0.026,1.758297571,1.440572591,1.576547257,908,376,2
1,295,683,695,693,0.028,1.739353872,1.514573173,1.586310072,509,377,2
1,296,845,864,855,0.042,1.76049503,1.378511623,1.583514548,994,383,2
1,299,923,938,929,0.034,1.805036533,2,1.580075329,651,389,2
1,302,303,316,313,0.03,1.806637909,1.807354922,1.59227783,569,392,2
1,304,436,455,442,0.042,1.80153856,1.624490865,1.596346512,774,394,2
1,305,198,213,208,0.034,1.795848194,1.547487795,1.585918869,453,395,2
1,2,281,297,288,0.036,1.729573959,1,1.71052086,789,9,3
1,2,488,499,490,0.026,1.729573959,1,1.71052086,789,9,3
1,2,988,999,990,0.026,1.729573959,1,1.71052086,789,9,3
1,4,944,959,949,0.034,1.610577243,2.807354922,1.691582809,863,11,3
1,5,678,690,687,0.028,1.714297751,1.078002512,1.678861911,838,16,3
1,8,29,68,46,0.082,1.619450628,1,1.65451192,761,23,3
1,8,875,887,880,0.028,1.619450628,1,1.65451192,761,23,3
1,10,550,580,559,0.064,1.56398635,2.632268215,1.624849758,884,28,3
1,11,609,633,619,0.052,1.572623664,0.874469118,1.625355885,685,30,3
1,12,451,463,460,0.028,1.5367466,2.402098444,1.626725406,872,34,3
1,12,471,486,478,0.034,1.5367466,2.402098444,1.626725406,872,34,3
1,18,807,825,812,0.04,1.858555212,2.459431619,1.70278198,831,48,3
1,19,613,636,622,0.05,1.870950594,1.321928095,1.679639288,627,57,3
1,21,443,454,445,0.026,1.844940608,1.637429921,1.650437956,989,65,3
1,25,503,514,504,0.026,1.892743599,2.807354922,1.617078109,586,72,3
1,26,2,15,4,0.03,1.914952386,1.469485283,1.615188458,831,73,3
1,27,45,56,52,0.026,1.901986697,1.402098444,1.626725406,773,74,3
1,28,307,324,317,0.038,1.888015494,2.662965013,1.622942705,855,75,3
1,29,528,539,534,0.026,1.905444111,2.700439718,1.624098249,855,76,3
1,31,586,606,600,0.044,1.896041589,1.304854582,1.634609418,697,79,3
1,34,124,137,135,0.03,1.633731421,1.169925001,1.702910765,708,95,3
1,38,26,38,34,0.028,1.611102921,1.157541277,1.635564968,796,106,3
1,40,480,495,492,0.034,1.574284096,1.415037499,1.633081719,574,109,3
1,42,85,99,91,0.032,1.56080614,1.180572246,1.612105107,623,111,3
1,45,581,594,589,0.03,1.531339116,1.121990524,1.626725406,772,114,3
1,46,250,264,261,0.032,1.519979909,1.078002512,1.622942705,555,115,3
1,47,574,590,580,0.036,1.508120637,1.037474705,1.624098249,602,116,3
1,48,35,47,40,0.028,1.495880074,1,1.638845211,555,117,3
1,48,902,913,912,0.026,1.495880074,1,1.638845211,555,117,3
1,49,819,832,828,0.03,1.483356277,3.357552005,1.634946118,848,118,3
1,50,368,379,378,0.026,1.52442063,3.070389328,1.634609418,498,119,3
1,50,745,756,753,0.026,1.52442063,3.070389328,1.634609418,498,119,3
1,51,79,104,89,0.054,2,2,1.816158953,550,125,3
1,52,364,386,374,0.048,1.959147917,1.584962501,1.71052086,568,129,3
1,53,538,549,540,0.026,1.922023143,2.115477217,1.694585136,796,130,3
1,54,426,438,428,0.028,1.977217001,2.415037499,1.677695451,760,133,3
1,55,756,773,763,0.038,1.992778107,2.087462841,1.698661797,526,134,3
1,57,141,154,151,0.03,1.985475297,2,1.679639288,1000,137,3
1,57,364,379,373,0.034,1.985475297,2,1.679639288,1000,137,3
1,57,463,479,469,0.036,1.985475297,2,1.679639288,1000,137,3
1,58,353,373,363,0.044,1.989934378,2,1.643738081,751,141,3
1,65,839,854,847,0.034,1.920335472,1.450661409,1.634946118,585,158,3
1,66,238,259,249,0.046,1.836591668,1.169925001,1.779749395,750,166,3
1,66,295,310,302,0.034,1.836591668,1.169925001,1.779749395,750,166,3
1,67,2,20,13,0.04,1.877387064,1.222392421,1.691582809,831,171,3
1,67,667,680,668,0.03,1.877387064,1.222392421,1.691582809,831,171,3
1,75,773,784,780,0.026,1.457424881,2.247927513,1.678861911,925,216,3
1,77,636,655,650,0.042,1.453490908,2.070389328,1.663217034,779,218,3
1,79,420,432,430,0.028,1.63981349,0.912537159,1.633081719,813,229,3
1,79,714,732,720,0.04,1.63981349,0.912537159,1.633081719,813,229,3
1,79,880,906,894,0.056,1.63981349,0.912537159,1.633081719,813,229,3
1,81,438,450,444,0.028,1.602435054,1.807354922,1.617078109,661,232,3
1,82,437,449,440,0.028,1.673688432,3.700439718,1.624098249,948,236,3
1,84,590,602,594,0.028,1.721753166,1.03562391,1.634946118,877,238,3
1,85,188,200,197,0.028,1.842370993,1.222392421,1.854508493,895,244,3
1,90,569,589,580,0.044,1.490468571,0.736965594,1.679639288,749,257,3
1,90,837,850,844,0.03,1.490468571,0.736965594,1.679639288,749,257,3
1,93,511,532,519,0.046,1.38386633,0.61667136,1.644078395,445,260,3
1,95,635,647,640,0.028,1.280320493,0.561878888,1.624849758,920,268,3
1,99,664,677,667,0.03,1.672905595,2.321928095,1.675094403,925,292,3
1,102,104,116,106,0.028,1.720066048,1.201633861,1.644078395,649,300,3
1,102,243,259,250,0.036,1.720066048,1.201633861,1.644078395,649,300,3
1,102,274,287,278,0.03,1.720066048,1.201633861,1.644078395,649,300,3
1,104,531,546,542,0.034,1.605986529,2.115477217,1.624098249,678,316,3
1,106,116,131,127,0.034,1.599612255,0.966833136,1.643207569,685,320,3
1,108,494,510,503,0.036,1.75,3,1.816158953,679,325,3
1,108,679,706,696,0.058,1.75,3,1.816158953,679,325,3
1,108,720,732,724,0.028,1.75,3,1.816158953,679,325,3
1,110,75,88,77,0.03,1.789929075,1.874469118,1.70278198,744,328,3
1,110,495,510,504,0.034,1.789929075,1.874469118,1.70278198,744,328,3
1,112,90,108,100,0.04,1.781937064,1.584962501,1.675094403,837,332,3
1,115,408,420,418,0.028,1.776297626,1.514573173,1.679639288,684,337,3
1,115,505,539,519,0.072,1.776297626,1.514573173,1.679639288,684,337,3
1,115,941,952,946,0.026,1.776297626,1.514573173,1.679639288,684,337,3
1,117,286,308,298,0.048,1.70590532,1.169925001,1.648456179,391,344,3
1,117,597,608,602,0.026,1.70590532,1.169925001,1.648456179,391,344,3
1,117,885,898,890,0.03,1.70590532,1.169925001,1.648456179,391,344,3
1,119,725,742,733,0.038,1.664672795,1.050626073,1.635564968,420,346,3
1,121,800,816,804,0.036,1.621842475,0.95419631,1.624849758,403,348,3
1,125,162,173,170,0.026,1.659866468,4.169925001,1.615188458,948,353,3
1,125,245,257,250,0.028,1.659866468,4.169925001,1.615188458,948,353,3
1,128,135,149,141,0.032,1.679119197,0.893084796,1.624098249,974,356,3
1,128,198,209,208,0.026,1.679119197,0.893084796,1.624098249,974,356,3
1,130,154,178,164,0.052,1.63930086,0.833990049,1.634946118,549,358,3
1,132,582,596,591,0.032,1.664497779,0.807354922,1.854508493,953,364,3
1,133,938,950,946,0.028,1.446616668,0.584962501,1.779749395,961,366,3
1,134,272,286,280,0.032,1.356779649,0.514573173,1.720234926,995,367,3
1,138,550,574,561,0.052,1.154015773,2.736965594,1.679639288,936,377,3
1,146,159,175,169,0.036,1.22843389,4.247927513,1.622942705,733,395,3
1,146,295,306,299,0.026,1.22843389,4.247927513,1.622942705,733,395,3
1,146,575,593,584,0.04,1.22843389,4.247927513,1.622942705,733,395,3
1,150,971,992,974,0.046,1.836591668,1.169925001,1.779749395,644,406,3
1,151,159,172,169,0.03,1.873562519,1.222392421,1.663217034,871,418,3
1,154,353,373,359,0.044,1.904576151,2.273018494,1.635564968,860,426,3
1,155,934,954,948,0.044,1.969915016,2.362570079,1.615188458,943,433,3
1,159,614,625,616,0.026,1.991795904,1.807354922,1.634609418,667,439,3
1,160,389,401,394,0.028,1.986542194,1.725825037,1.643207569,572,440,3
1,164,433,453,442,0.044,1.430756732,0.667424661,1.648456179,761,464,3
2,2,24,37,26,0.03,1.729573959,1,1.71052086,789,9,3
2,2,843,858,849,0.034,1.729573959,1,1.71052086,789,9,3
2,5,673,691,684,0.04,1.714297751,1.078002512,1.678861911,838,16,3
2,9,127,142,138,0.034,1.609256878,0.9510904,1.635564968,725,26,3
2,10,496,509,507,0.03,1.56398635,2.632268215,1.624849758,884,28,3
2,10,559,579,564,0.044,1.56398635,2.632268215,1.624849758,884,28,3
2,10,707,721,714,0.032,1.56398635,2.632268215,1.624849758,884,28,3
2,12,458,504,487,0.096,1.5367466,2.402098444,1.626725406,872,34,3
2,12,532,564,547,0.068,1.5367466,2.402098444,1.626725406,872,34,3
2,16,86,100,93,0.032,1.836591668,1.169925001,1.779749395,731,46,3
2,17,394,420,408,0.056,1.760964047,3.321928095,1.720234926,837,47,3
2,19,349,382,365,0.07,1.870950594,1.321928095,1.679639288,627,57,3
2,19,447,465,452,0.04,1.870950594,1.321928095,1.679639288,627,57,3
2,20,884,902,892,0.04,1.842370993,2.807354922,1.663217034,978,58,3
2,21,638,651,647,0.03,1.844940608,1.637429921,1.650437956,989,65,3
2,23,319,340,333,0.046,1.824489809,3.321928095,1.629886533,936,67,3
2,24,147,159,157,0.028,1.870440927,2.765534746,1.612105107,802,71,3
2,26,396,412,403,0.036,1.914952386,1.469485283,1.615188458,831,73,3
2,27,42,58,49,0.036,1.901986697,1.402098444,1.626725406,773,74,3
2,29,80,96,90,0.036,1.905444111,2.700439718,1.624098249,855,76,3
2,29,532,545,537,0.03,1.905444111,2.700439718,1.624098249,855,76,3
2,31,595,610,602,0.034,1.896041589,1.304854582,1.634609418,697,79,3
2,32,135,152,147,0.038,1.67673703,3.459431619,1.70278198,814,88,3
2,32,320,333,330,0.03,1.67673703,3.459431619,1.70278198,814,88,3
2,32,619,633,625,0.032,1.67673703,3.459431619,1.70278198,814,88,3
2,35,390,433,409,0.09,1.666056342,1.125530882,1.643738081,544,101,3
2,37,306,319,313,0.03,1.619450628,1.700439718,1.65451192,773,103,3
2,37,538,554,547,0.036,1.619450628,1.700439718,1.65451192,773,103,3
2,37,675,699,691,0.052,1.619450628,1.700439718,1.65451192,773,103,3
2,37,735,746,740,0.026,1.619450628,1.700439718,1.65451192,773,103,3
2,39,463,475,473,0.028,1.595000038,1.099535674,1.629886533,779,107,3
2,44,599,618,608,0.042,1.54205392,1.169925001,1.615188458,655,113,3
2,44,629,643,637,0.032,1.54205392,1.169925001,1.615188458,655,113,3
2,46,245,268,253,0.05,1.519979909,1.078002512,1.622942705,555,115,3
2,47,485,497,491,0.028,1.508120637,1.037474705,1.624098249,602,116,3
2,47,575,599,588,0.052,1.508120637,1.037474705,1.624098249,602,116,3
2,49,136,147,146,0.026,1.483356277,3.357552005,1.634946118,848,118,3
2,49,173,184,179,0.026,1.483356277,3.357552005,1.634946118,848,118,3
2,51,211,229,224,0.04,2,2,1.816158953,550,125,3
2,52,522,533,526,0.026,1.959147917,1.584962501,1.71052086,568,129,3
2,52,556,567,559,0.026,1.959147917,1.584962501,1.71052086,568,129,3
2,55,754,768,760,0.032,1.992778107,2.087462841,1.698661797,526,134,3
2,56,240,258,246,0.04,1.99107606,1.847996907,1.702910765,830,135,3
2,57,366,390,376,0.052,1.985475297,2,1.679639288,1000,137,3
2,60,887,899,889,0.028,1.965990282,1.584962501,1.648456179,597,144,3
2,62,611,635,622,0.052,1.949452015,1.662965013,1.622942705,772,155,3
2,65,685,703,693,0.04,1.920335472,1.450661409,1.634946118,585,158,3
2,66,956,975,962,0.042,1.836591668,1.169925001,1.779749395,750,166,3
2,67,665,686,678,0.046,1.877387064,1.222392421,1.691582809,831,171,3
2,67,815,838,830,0.05,1.877387064,1.222392421,1.691582809,831,171,3
2,68,655,667,657,0.028,1.901506403,2.087462841,1.698661797,584,174,3
2,69,535,551,540,0.036,1.940268979,1.428843299,1.617078109,972,192,3
2,69,650,678,666,0.06,1.940268979,1.428843299,1.617078109,972,192,3
2,77,441,460,452,0.042,1.453490908,2.070389328,1.663217034,779,218,3
2,77,515,526,519,0.026,1.453490908,2.070389328,1.663217034,779,218,3
2,77,663,675,670,0.028,1.453490908,2.070389328,1.663217034,779,218,3
2,78,492,504,501,0.028,1.476909285,0.7589919,1.66209662,778,219,3
2,79,657,679,668,0.048,1.63981349,0.912537159,1.633081719,813,229,3
2,79,883,904,897,0.046,1.63981349,0.912537159,1.633081719,813,229,3
2,80,735,746,741,0.026,1.594823936,1.91753784,1.612105107,791,231,3
2,84,704,715,713,0.026,1.721753166,1.03562391,1.634946118,877,238,3
2,90,580,618,601,0.08,1.490468571,0.736965594,1.679639288,749,257,3
2,90,713,733,722,0.044,1.490468571,0.736965594,1.679639288,749,257,3
2,90,835,847,841,0.028,1.490468571,0.736965594,1.679639288,749,257,3
2,91,687,700,697,0.03,1.453490908,0.691877705,1.663217034,813,258,3
2,91,787,801,790,0.032,1.453490908,0.691877705,1.663217034,813,258,3
2,93,510,533,522,0.05,1.38386633,0.61667136,1.644078395,445,260,3
2,94,99,113,107,0.032,1.351227481,0.584962501,1.643738081,415,261,3
2,94,139,172,159,0.07,1.351227481,0.584962501,1.643738081,415,261,3
2,95,632,647,644,0.034,1.280320493,0.561878888,1.624849758,920,268,3
2,99,407,423,413,0.036,1.672905595,2.321928095,1.675094403,925,292,3
2,99,758,769,761,0.026,1.672905595,2.321928095,1.675094403,925,292,3
2,102,165,179,169,0.032,1.720066048,1.201633861,1.644078395,649,300,3
2,102,417,430,429,0.03,1.720066048,1.201633861,1.644078395,649,300,3
2,104,859,871,862,0.028,1.605986529,2.115477217,1.624098249,678,316,3
2,105,419,432,429,0.03,1.617248898,2.152003093,1.638845211,925,317,3
2,107,650,664,655,0.032,1.842370993,1.222392421,1.854508493,879,324,3
2,108,442,458,446,0.036,1.75,3,1.816158953,679,325,3
2,108,493,509,500,0.036,1.75,3,1.816158953,679,325,3
2,108,633,646,643,0.03,1.75,3,1.816158953,679,325,3
2,108,681,705,692,0.052,1.75,3,1.816158953,679,325,3
2,109,2,16,13,0.032,1.836591668,2.169925001,1.779749395,790,326,3
2,112,298,310,306,0.028,1.781937064,1.584962501,1.675094403,837,332,3
2,114,165,185,175,0.044,1.792195194,1.502500341,1.698661797,925,334,3
2,114,811,823,813,0.028,1.792195194,1.502500341,1.698661797,925,334,3
2,115,504,543,529,0.082,1.776297626,1.514573173,1.679639288,684,337,3
2,117,592,623,610,0.066,1.70590532,1.169925001,1.648456179,391,344,3
2,117,703,716,712,0.03,1.70590532,1.169925001,1.648456179,391,344,3
2,117,793,805,799,0.028,1.70590532,1.169925001,1.648456179,391,344,3
2,118,180,192,188,0.028,1.685616163,1.106915204,1.650437956,474,345,3
2,119,726,739,738,0.03,1.664672795,1.050626073,1.635564968,420,346,3
2,121,225,241,236,0.036,1.621842475,0.95419631,1.624849758,403,348,3
2,122,837,858,849,0.046,1.600317587,2.192645078,1.633081719,662,349,3
2,125,242,258,252,0.036,1.659866468,4.169925001,1.615188458,948,353,3
2,127,418,451,439,0.07,1.699376623,0.925999419,1.622942705,842,355,3
2,129,260,271,261,0.026,1.659081406,0.862496476,1.638845211,573,357,3
2,129,382,396,389,0.032,1.659081406,0.862496476,1.638845211,573,357,3
2,135,648,660,659,0.028,1.429911171,0.637429921,1.691582809,792,371,3
2,138,303,316,314,0.03,1.154015773,2.736965594,1.679639288,936,377,3
2,138,549,575,558,0.056,1.154015773,2.736965594,1.679639288,936,377,3
2,142,826,848,843,0.048,1.155519534,2.146841388,1.624849758,866,388,3
2,148,133,144,139,0.026,1.429911171,0.637429921,1.634609418,801,399,3
2,150,398,460,431,0.128,1.836591668,1.169925001,1.779749395,644,406,3
2,150,501,517,508,0.036,1.836591668,1.169925001,1.779749395,644,406,3
2,151,101,116,108,0.034,1.873562519,1.222392421,1.663217034,871,418,3
2,154,435,460,452,0.054,1.904576151,2.273018494,1.635564968,860,426,3
2,155,939,956,944,0.038,1.969915016,2.362570079,1.615188458,943,433,3
2,162,909,923,915,0.032,1.471602261,1.906890596,1.675094403,619,452,3
2,162,982,999,988,0.038,1.471602261,1.906890596,1.675094403,619,452,3
2,163,129,147,140,0.04,1.398462938,2.378511623,1.65451192,672,463,3
2,163,228,249,237,0.046,1.398462938,2.378511623,1.65451192,672,463,3
2,163,785,808,797,0.05,1.398462938,2.378511623,1.65451192,672,463,3
1,3,345,356,349,0.026,1.709526332,1.321928095,1.576473669,995,22,4
1,3,940,951,948,0.026,1.709526332,1.321928095,1.576473669,995,22,4
1,7,22,34,24,0.028,1.610534068,1.280107919,1.567058966,767,31,4
1,9,264,280,271,0.036,1.589019185,1.169925001,1.583200642,557,33,4
1,9,663,677,666,0.032,1.589019185,1.169925001,1.583200642,557,33,4
1,10,3,15,8,0.028,1.57703505,1.402098444,1.579610219,627,34,4
1,13,343,357,352,0.032,1.548837541,1.415037499,1.574918877,586,37,4
1,13,882,893,892,0.026,1.548837541,1.415037499,1.574918877,586,37,4
1,14,512,523,516,0.026,1.544862658,1.357552005,1.571143917,920,38,4
1,17,746,757,753,0.026,1.685475297,1.736965594,1.679022292,509,47,4
1,18,730,747,738,0.038,1.640223929,0.906890596,1.647289309,475,52,4
1,21,70,83,73,0.03,1.602278837,0.819427754,1.567503819,615,67,4
1,23,601,612,609,0.026,1.79248125,2.584962501,1.834419445,989,83,4
1,26,78,92,89,0.032,1.657742727,2.169925001,1.687635165,664,86,4
1,26,730,751,739,0.046,1.657742727,2.169925001,1.687635165,664,86,4
1,27,119,130,123,0.026,1.669180337,2.115477217,1.645639803,783,90,4
1,27,965,976,970,0.026,1.669180337,2.115477217,1.645639803,783,90,4
1,29,56,72,61,0.036,1.790050417,3.523561956,1.581597673,679,100,4
1,31,468,480,477,0.028,1.880770678,1.209453366,1.579610219,632,114,4
1,34,495,506,499,0.026,1.79248125,2.584962501,1.834419445,703,123,4
1,35,212,226,224,0.032,1.823067982,2.459431619,1.642594688,872,128,4
1,35,829,841,834,0.028,1.823067982,2.459431619,1.642594688,872,128,4
1,37,212,223,214,0.026,1.96559623,2.321928095,1.647289309,679,132,4
1,38,343,357,348,0.032,1.9542474,2.087462841,1.611013175,767,134,4
1,40,413,437,426,0.052,1.962144157,1.716207034,1.581597673,927,140,4
1,47,339,353,350,0.032,1.79248125,1,1.834419445,538,163,4
1,49,582,596,589,0.032,1.548794941,0.678071905,1.726947923,708,165,4
1,51,947,965,959,0.04,1.356779649,0.514573173,1.679022292,555,167,4
1,52,224,235,225,0.026,1.277613437,0.459431619,1.642594688,510,168,4
1,55,687,699,691,0.028,1.09753784,0.362570079,1.614129402,563,175,4
1,56,744,757,745,0.03,1.058277043,0.341036918,1.618580847,486,176,4
1,59,93,105,100,0.028,0.927447923,0.275634443,1.581597673,456,180,4
1,60,648,659,651,0.026,0.900022422,0.263034406,1.586943097,487,181,4
1,69,158,172,166,0.032,0.841494897,0.263034406,1.56506768,503,199,4
1,69,895,907,897,0.028,0.841494897,0.263034406,1.56506768,503,199,4
1,71,660,671,664,0.026,2,2,2,979,201,4
1,71,703,716,710,0.03,2,2,2,979,201,4
1,73,77,90,82,0.03,1.79248125,1,1.834419445,554,203,4
1,74,334,345,342,0.026,1.664497779,0.807354922,1.77724391,467,204,4
1,75,692,703,696,0.026,1.657742727,0.847996907,1.687635165,825,206,4
1,79,557,578,574,0.046,1.545152197,2.087462841,1.611013175,685,214,4
1,81,577,594,587,0.038,1.654648334,1,1.590908157,573,219,4
